"Story","Title","Result","Date","Stability","Duration (s)"
"Primera busqueda de propiedad de un usuario nuevo","Busquedas de apartamentos habilitados para Mexico","SUCCESS","2021-10-09T19:10:09.065-05:00[America/Bogota]","0.0","21.26"
