"Story","Title","Result","Date","Stability","Duration (s)"
"Primera busqueda de propiedad de un usuario nuevo","Busquedas de apartamentos habilitados para Colombia","SUCCESS","2021-10-09T19:09:44.094-05:00[America/Bogota]","0.0","24.75"
