"Story","Title","Result","Date","Stability","Duration (s)"
"Primera busqueda de propiedad de un usuario nuevo","Busquedas de casas habilitadas para Colombia","SUCCESS","2021-10-09T19:09:02.085-05:00[America/Bogota]","0.0","40.09"
