"Story","Title","Result","Date","Stability","Duration (s)"
"Primera busqueda de propiedad de un usuario nuevo","Ciudades inhabilitados para Mexico","SUCCESS","2021-10-09T19:12:36.638-05:00[America/Bogota]","0.0","20.71"
